"Datum" "Date" "P" "Rohr" "Uhrzeit_der_Entnahme" "Wasserstand_unter_Flur_m" "wl" "Entnahmetiefe_m" "Temp" "pH" "ec" "SBV" "Cl" "O2" "O2percent" "COD" "oPO4" "TN" "NO3" "NO2" "NH4" "NO3_in_TN" "NO2_in_TN" "NH4_in_TN" "partMatter" "partOrganics" "COD_KMnO4" "remark" "CO2" "TOC_estimated_mg_L" "DOC_estimated_mg_L" "DOC_estimated_from_TOC" "ProbeRohr" "well_depth" "month_year_date" "sampl" "TS" "AS" "OS" "easting" "northing" "disttowater" "disttoFulda"
"1978-05-24" 1978-05-24 "P06" "3" NA 0.8 NA 1.25 10.8 6.67 312 1.82 25 7.47 70 4.4 119 6370 5640 14 720 88.484468151867 0.219642296830875 11.2958895513022 NA NA NA NA NA 1.65 NA 0.495 "3" "P06_3" "051978" "P06_3_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-05-24" 1978-05-24 "P06" "4" NA 0.8 NA 1.5 NA 6.68 282 1.55 23.2 5.27 49 3.8 81 5520 5340 14 170 96.6690803765387 0.253439536567705 3.07748008689356 NA NA NA NA NA 1.425 NA 0.4275 "4" "P06_4" "051978" "P06_4_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-05-24" 1978-05-24 "P06" "5" NA 0.8 NA 2 9.2 7.03 342 2.36 24.5 4.86 44 3.6 15 5420 5330 7 80 98.3939449880007 0.129222817057412 1.47683219494185 NA NA NA NA NA 1.35 NA 0.405 "5" "P06_5" "051978" "P06_5_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-05-24" 1978-05-24 "P06" "6" NA 0.8 NA 2.5 10.1 6.75 303 1.96 24.7 3.92 36 4 94 6110 5970 9 130 97.724668521853 0.147323620887216 2.12800785725978 NA NA NA NA NA 1.5 NA 0.45 "6" "P06_6" "051978" "P06_6_051978" NA NA NA 547763.369661851 5597644.92981428 5.24542974830661 43.6134979887314
"1978-05-24" 1978-05-24 "P26" "1" NA 1.46 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "1" "P26_1" "051978" "P26_1_051978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-05-24" 1978-05-24 "P26" "2" NA 1.46 NA 1.8 8.8 6.51 293 0.89 35.1 4.12 37 1 2 640 520 9 110 81.377151799687 1.40845070422535 17.2143974960876 NA NA NA NA NA 0.375 NA 0.1125 "2" "P26_2" "051978" "P26_2_051978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-05-24" 1978-05-24 "P26" "3" NA 1.46 NA 2.5 8.1 6.66 342 1.72 29.7 7.9 69 0.6 1 1580 1510 19 50 95.6301456618113 1.20329322355921 3.16656111462951 NA NA NA NA NA 0.225 NA 0.0675 "3" "P26_3" "051978" "P26_3_051978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-05-24" 1978-05-24 "P26" "4" NA 1.46 NA 3 8.1 6.54 312 1.63 28.9 1.25 11 0.6 1 945 880 12 55 92.9250263991552 1.26715945089757 5.8078141499472 NA NA NA NA NA 0.225 NA 0.0675 "4" "P26_4" "051978" "P26_4_051978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-05-24" 1978-05-24 "P26" "5" NA 1.46 NA 3.5 8.2 7.07 480 2.82 33.1 4.34 38 0.4 2 4030 3970 2 60 98.4623015873016 0.0496031746031746 1.48809523809524 NA NA NA NA NA 0.15 NA 0.045 "5" "P26_5" "051978" "P26_5_051978" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1978-05-24" 1978-05-24 "Sei" NA NA NA NA NA 10.7 7.39 294 1.47 26.7 NA NA 6.9 122 7780 4670 84 3030 59.9948612538541 1.07913669064748 38.9260020554985 NA NA NA NA NA 2.5875 NA 0.77625 "bei P06" "Sei" "051978" "Sei_051978" NA NA NA 547768.354841584 5597643.29771444 0 4
"1980-04-30" 1980-04-30 "P26" NA "ignoriert" NA NA 4.5 7.5 6.95 476 2.09 46.4 4.27 36.8 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P26" "041980" "P26_041980" 132.18 122.53 9.66 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-05-29" 1980-05-29 "P26" NA NA NA NA 4.5 8.1 7.06 486 2.7 29.2 3.49 30.5 0.6 15 4340 4240 12 90 97.6508521418701 0.276370336250576 2.07277752187932 NA NA NA NA NA 0.225 NA 0.0675 NA "P26" "051980" "P26_051980" 272.72 243.51 29.21 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-06-11" 1980-06-11 "P26" NA NA NA NA 4.5 8.5 7.15 511 2.74 32.6 4.41 38.9 0.6 29 3230 3450 12 65 97.816841508364 0.340232492203005 1.84292599943295 NA NA NA NA NA 0.225 NA 0.0675 NA "P26" "061980" "P26_061980" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-06-25" 1980-06-25 "P26" NA NA NA NA 4.5 8.5 6.87 493 2.76 41.4 3.97 35 1.8 23 3210 3440 5 95 97.1751412429379 0.141242937853107 2.68361581920904 NA NA NA NA NA 0.675 NA 0.2025 NA "P26" "061980" "P26_061980" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-07-08" 1980-07-08 "P26" NA NA NA NA 4.5 9 6.76 507 2.62 40.2 3.5 29.9 2.5 23 2880 2810 7 60 97.6711852624261 0.24330900243309 2.08550573514077 NA NA NA NA NA 0.9375 NA 0.28125 NA "P26" "071980" "P26_071980" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-07-23" 1980-07-23 "P26" NA NA NA NA 4.5 12.2 5.84 348 1.11 31.2 4.75 45.8 0.6 12 180 155 5 20 86.1111111111111 2.77777777777778 11.1111111111111 NA NA NA NA NA 0.225 NA 0.0675 NA "P26" "071980" "P26_071980" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-08-06" 1980-08-06 "P26" NA NA NA NA 4.5 10.1 6.62 536 2.82 41.5 3.01 27.6 1.1 19 18580 8460 6 110 98.6473880597015 0.0699626865671642 1.28264925373134 NA NA NA NA NA 0.4125 NA 0.12375 NA "P26" "081980" "P26_081980" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1980-12-16" 1980-12-16 "P26" NA NA 0.9 254.28 4.5 5.3 6.21 340 0.81 42.6 10.9 88.8 1.9 11 22400 32230 6 160 99.4875910606248 0.018520805037659 0.493888134337573 NA NA NA NA NA 0.7125 NA 0.21375 NA "P26" "121980" "P26_121980" NA NA 1460 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-01-13" 1981-01-13 "P26" NA NA NA NA 4.5 4.6 5.77 739 0.22 55.9 7.98 63.8 2.8 5 16000 15860 7 130 99.1435894230168 0.0437582046633744 0.81265237231981 NA NA NA NA NA 1.05 NA 0.315 NA "P26" "011981" "P26_011981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-01-20" 1981-01-20 "P26" NA NA NA NA 4.5 4.4 5.68 766 0.4 58.9 6.91 54.9 2.5 3 16740 16630 7 100 99.3606978550517 0.0418235048097031 0.597478640138615 NA NA NA NA NA 0.9375 NA 0.28125 NA "P26" "011981" "P26_011981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-01-27" 1981-01-27 "P26" NA NA NA NA 4.5 7.1 6.53 548 2.03 49 4.41 37.6 0.8 7 10610 10460 6 140 98.6234207052612 0.0565717518385819 1.32000754290025 NA NA NA NA NA 0.3 NA 0.09 NA "P26" "011981" "P26_011981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-02-10" 1981-02-10 "P26" NA NA NA NA 4.5 2.7 6.16 388 0.31 58 9.85 74.9 2.8 38 28590 28370 8 210 99.2374422834756 0.02798376941374 0.734573947110676 NA NA NA NA NA 1.05 NA 0.315 NA "P26" "021981" "P26_021981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-02-17" 1981-02-17 "P26" NA NA NA NA 4.5 2.9 7.55 492 0.82 58.2 8.32 63.6 1.7 11 23330 23190 10 130 99.3999142734676 0.042863266180883 0.557222460351479 NA NA NA NA NA 0.6375 NA 0.19125 NA "P26" "021981" "P26_021981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-02-23" 1981-02-23 "P26" NA NA NA NA 4.5 3.8 6.22 657 1.17 55.6 7.7 60.3 1.7 7 18930 18790 6 130 99.2814118144352 0.0317024199513896 0.686885765613442 NA NA NA NA NA 0.6375 NA 0.19125 NA "P26" "021981" "P26_021981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-03-09" 1981-03-09 "P26" NA NA NA NA 4.5 3.3 5.97 422 0.41 57.7 9.45 73 1.7 5 24590 24390 7 190 99.1987635742466 0.0284703298491073 0.77276609590434 NA NA NA NA NA 0.6375 NA 0.19125 NA "P26" "031981" "P26_031981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-03-23" 1981-03-23 "P26" NA NA NA NA 4.5 4.9 5.53 682 0.5 58.8 6.51 52.5 1.7 3 22760 22640 7 110 99.4858724787977 0.0307597662257767 0.483367754976491 NA NA NA NA NA 0.6375 NA 0.19125 NA "P26" "031981" "P26_031981" NA NA NA 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-04-07" 1981-04-07 "P26" NA NA NA NA 4.5 6.8 6.16 621 1.85 55.6 4.86 41.1 1.7 5 20040 19910 14 120 99.3314707643185 0.0698463380562762 0.598682897625225 NA NA NA NA NA 0.6375 NA 0.19125 NA "P26" "041981" "P26_041981" NA NA 1163.33333333333 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1981-04-22" 1981-04-22 "P26" NA NA NA NA 4.5 7.4 6.63 525 2.64 53.6 5.26 45.2 1.1 15 12800 12650 7 140 98.8512932718606 0.0547003203875908 1.09400640775182 NA NA NA NA NA 0.4125 NA 0.12375 NA "P26" "041981" "P26_041981" NA NA 1163.33333333333 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
"1983-06-14" 1983-06-14 "P26" NA NA NA NA 4 8.6 NA NA NA NA 3.6 NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA "P26" "061983" "P26_061983" 321.6 292 29.6 547230.674152015 5597626.93811162 118.938984402101 489.947582775275
